"","bgc","ss_nospace","sppsplit","feasible","spp","newfeas","mod","outrange"
"1149","CDFmm","CDFmm/Ws61","",NA,"At",3,"DVM",FALSE
"1150","CDFmm","CDFmm/Ws61","Hw",3,"Hw",5,"DVM",FALSE
"1151","CDFmm","CDFmm/Ws61","Mb",5,"Mb",5,"DVM",FALSE
"1152","CDFmm","CDFmm/Ws62","Cw",1,"Cw",1,"DVM",FALSE
"1153","CDFmm","CDFmm/Ws62","Act",1,"Ac",2,"DVM",FALSE
"1154","CDFmm","CDFmm/Ws62","Bg",2,"Bg",2,"DVM",FALSE
"1155","CDFmm","CDFmm/Ws62","Dr",1,"Dr",2,"DVM",FALSE
"1156","CDFmm","CDFmm/Ws62","",NA,"At",2,"DVM",FALSE
"1157","CDFmm","CDFmm/Ws62","",NA,"Up",2,"DVM",FALSE
"1158","CDFmm","CDFmm/Ws62","",NA,"Kc",3,"DVM",FALSE
"1159","CDFmm","CDFmm/Ws62","Hw",3,"Hw",5,"DVM",FALSE
"1160","CDFmm","CDFmm/Ws62","Mb",5,"Mb",5,"DVM",FALSE
"1161","CDFmm_OR","CDFmm_OR/101","Bg",3,"Bg",3,"C4",FALSE
"1162","CDFmm_OR","CDFmm_OR/101","Dr",3,"Dr",3,"C4",FALSE
"1163","CDFmm_OR","CDFmm_OR/101","Fdc",1,"Fd",1,"C4",FALSE
"1164","CDFmm_OR","CDFmm_OR/101","Gp",5,"Gp",5,"C4",FALSE
"1165","CDFmm_OR","CDFmm_OR/101","Mb",2,"Mb",2,"C4",FALSE
"1166","CDFmm_OR","CDFmm_OR/101","Oa",3,"Oa",3,"C4",FALSE
"1167","CDFmm_OR","CDFmm_OR/101","Oy",5,"Oy",5,"C4",FALSE
"1168","CDFmm_OR","CDFmm_OR/101","Pyc",3,"Py",2,"DVM",FALSE
"1169","CDFmm_OR","CDFmm_OR/101","Ra",3,"Ra",3,"C4",FALSE
"1170","CDFmm_OR","CDFmm_OR/102","Bg",5,"Bg",5,"",FALSE
"1171","CDFmm_OR","CDFmm_OR/102","Fdc",2,"Fd",2,"",FALSE
"1172","CDFmm_OR","CDFmm_OR/102","Gp",5,"Gp",5,"",FALSE
"1173","CDFmm_OR","CDFmm_OR/102","Mb",5,"Mb",5,"",FALSE
"1174","CDFmm_OR","CDFmm_OR/102","Qg",1,"Qg",1,"",FALSE
"1175","CDFmm_OR","CDFmm_OR/102","Ra",2,"Ra",2,"",FALSE
"1176","CDFmm_OR","CDFmm_OR/103","Bg",3,"Bg",3,"B2",FALSE
"1177","CDFmm_OR","CDFmm_OR/103","Fdc",1,"Fd",1,"B2",FALSE
"1178","CDFmm_OR","CDFmm_OR/103","Mb",3,"Mb",3,"B2",FALSE
"1179","CDFmm_OR","CDFmm_OR/103","Pyc",3,"Py",2,"DVM",FALSE
"1180","CDFmm_OR","CDFmm_OR/103","Qb",2,"Qb",2,"B2",FALSE
"1181","CDFmm_OR","CDFmm_OR/103","Qg",1,"Qg",1,"B2",FALSE
"1182","CDFmm_OR","CDFmm_OR/103","Ra",2,"Ra",2,"B2",FALSE
"1183","CDFmm_OR","CDFmm_OR/110","Bg",3,"Bg",3,"",FALSE
"1184","CDFmm_OR","CDFmm_OR/110","Cw",3,"Cw",3,"",FALSE
"1185","CDFmm_OR","CDFmm_OR/110","Dr",2,"Dr",2,"",FALSE
"1186","CDFmm_OR","CDFmm_OR/110","Fdc",1,"Fd",1,"",FALSE
"1187","CDFmm_OR","CDFmm_OR/110","Gp",5,"Gp",5,"",FALSE
"1188","CDFmm_OR","CDFmm_OR/110","Mb",2,"Mb",2,"",FALSE
"1189","CDFmm_OR","CDFmm_OR/111","Act",5,"Ac",5,"",FALSE
"1190","CDFmm_OR","CDFmm_OR/111","Bg",2,"Bg",2,"",FALSE
"1191","CDFmm_OR","CDFmm_OR/111","Cw",1,"Cw",1,"",FALSE
"1192","CDFmm_OR","CDFmm_OR/111","Dr",2,"Dr",2,"",FALSE
"1193","CDFmm_OR","CDFmm_OR/111","Fdc",1,"Fd",1,"",FALSE
"1194","CDFmm_OR","CDFmm_OR/111","Gp",5,"Gp",5,"",FALSE
"1195","CDFmm_OR","CDFmm_OR/111","Hw",3,"Hw",3,"",FALSE
"1196","CDFmm_OR","CDFmm_OR/111","Mb",2,"Mb",2,"",FALSE
"1197","CDFmm_OR","CDFmm_OR/111","Og",5,"Og",5,"",FALSE
"1198","CDFmm_OR","CDFmm_OR/112","Act",3,"Ac",3,"",FALSE
"1199","CDFmm_OR","CDFmm_OR/112","Cw",2,"Cw",2,"",FALSE
"1200","CDFmm_OR","CDFmm_OR/112","Dr",1,"Dr",1,"",FALSE
"1201","CDFmm_OR","CDFmm_OR/112","Fdc",1,"Fd",1,"",FALSE
"1202","CDFmm_OR","CDFmm_OR/112","Gp",NA,"Gp",3,"DVM",FALSE
"1203","CDFmm_OR","CDFmm_OR/112","Mb",2,"Mb",2,"",FALSE
"1204","CDFmm_OR","CDFmm_OR/113","Act",2,"Ac",2,"D6",FALSE
"1205","CDFmm_OR","CDFmm_OR/113","Bg",2,"Bg",2,"D6",FALSE
"1206","CDFmm_OR","CDFmm_OR/113","Cw",1,"Cw",1,"D6",FALSE
"1207","CDFmm_OR","CDFmm_OR/113","Dr",1,"Dr",1,"D6",FALSE
"1208","CDFmm_OR","CDFmm_OR/113","Fdc",1,"Fd",1,"D6",FALSE
"1209","CDFmm_OR","CDFmm_OR/113","Mb",2,"Mb",2,"D6",FALSE
"1210","CDFmm_OR","CDFmm_OR/113","Og",2,"Og",2,"D6",FALSE
"1211","CDFmm_OR","CDFmm_OR/Ro","X",NA,"X",NA,"",FALSE
"1212","CDFmm_WA","CDFmm_WA/101","Bg",2,"Bg",2,"C4",FALSE
"1213","CDFmm_WA","CDFmm_WA/101","Cw",3,"Cw",3,"C4",FALSE
"1214","CDFmm_WA","CDFmm_WA/101","Dr",2,"Dr",2,"C4",FALSE
"1215","CDFmm_WA","CDFmm_WA/101","Fdc",1,"Fd",1,"C4",FALSE
"1216","CDFmm_WA","CDFmm_WA/101","Mb",2,"Mb",2,"C4",FALSE
"1217","CDFmm_WA","CDFmm_WA/101","Qg",3,"Qg",3,"C4",FALSE
"1218","CDFmm_WA","CDFmm_WA/101","Ra",3,"Ra",3,"C4",FALSE
"1219","CDFmm_WA","CDFmm_WA/102","Fdc",2,"Fd",2,"",FALSE
"1220","CDFmm_WA","CDFmm_WA/102","Qg",1,"Qg",1,"",FALSE
"1221","CDFmm_WA","CDFmm_WA/102","Ra",2,"Ra",2,"",FALSE
"1222","CDFmm_WA","CDFmm_WA/103","Bg",2,"Bg",2,"B2",FALSE
"1223","CDFmm_WA","CDFmm_WA/103","Fdc",1,"Fd",1,"B2",FALSE
"1224","CDFmm_WA","CDFmm_WA/103","Qg",2,"Qg",2,"B2",FALSE
"1225","CDFmm_WA","CDFmm_WA/103","Ra",2,"Ra",2,"B2",FALSE
"1226","CDFmm_WA","CDFmm_WA/110","Bg",3,"Bg",3,"",FALSE
"1227","CDFmm_WA","CDFmm_WA/110","Cw",3,"Cw",3,"",FALSE
"1228","CDFmm_WA","CDFmm_WA/110","Dr",2,"Dr",2,"",FALSE
"1229","CDFmm_WA","CDFmm_WA/110","Fdc",1,"Fd",1,"",FALSE
"1230","CDFmm_WA","CDFmm_WA/110","Mb",2,"Mb",2,"",FALSE
"1231","CDFmm_WA","CDFmm_WA/111","Bg",2,"Bg",2,"",FALSE
"1232","CDFmm_WA","CDFmm_WA/111","Cw",1,"Cw",1,"",FALSE
"1233","CDFmm_WA","CDFmm_WA/111","Dr",2,"Dr",2,"",FALSE
"1234","CDFmm_WA","CDFmm_WA/111","Fdc",1,"Fd",1,"",FALSE
"1235","CDFmm_WA","CDFmm_WA/111","Hw",3,"Hw",3,"",FALSE
"1236","CDFmm_WA","CDFmm_WA/111","Mb",2,"Mb",2,"",FALSE
"1237","CDFmm_WA","CDFmm_WA/112","Act",3,"Ac",3,"",FALSE
"1238","CDFmm_WA","CDFmm_WA/112","Cw",1,"Cw",1,"",FALSE
"1239","CDFmm_WA","CDFmm_WA/112","Dr",1,"Dr",1,"",FALSE
"1240","CDFmm_WA","CDFmm_WA/112","Fdc",1,"Fd",1,"",FALSE
"1241","CDFmm_WA","CDFmm_WA/112","Mb",2,"Mb",2,"",FALSE
"1242","CDFmm_WA","CDFmm_WA/112","Ss",NA,"Ss",2,"DVM",FALSE
"1243","CDFmm_WA","CDFmm_WA/113","Act",2,"Ac",2,"D6",FALSE
"1244","CDFmm_WA","CDFmm_WA/113","Bg",2,"Bg",2,"D6",FALSE
"1245","CDFmm_WA","CDFmm_WA/113","Cw",1,"Cw",1,"D6",FALSE
"1246","CDFmm_WA","CDFmm_WA/113","Dr",1,"Dr",1,"D6",FALSE
"1247","CDFmm_WA","CDFmm_WA/113","Fdc",1,"Fd",1,"D6",FALSE
"1248","CDFmm_WA","CDFmm_WA/113","Mb",2,"Mb",2,"D6",FALSE
"1249","CDFmm_WA","CDFmm_WA/113","Ss",3,"Ss",3,"D6",FALSE
"1250","CDFmm_WA","CDFmm_WA/Ro","X",NA,"X",NA,"",FALSE
"1251","CDFxm_CA","CDFxm_CA/101","Fdc",1,"Fd",1,"C4",FALSE
"1252","CDFxm_CA","CDFxm_CA/101","Oa",3,"Oa",3,"C4",FALSE
"1253","CDFxm_CA","CDFxm_CA/101","Ps",3,"Ps",3,"C4",FALSE
"1254","CDFxm_CA","CDFxm_CA/101","Pyc",2,"Py",2,"C4",FALSE
"1255","CDFxm_CA","CDFxm_CA/101","Qb",2,"Qb",2,"C4",FALSE
"1256","CDFxm_CA","CDFxm_CA/101","Qc",5,"Qc",5,"C4",FALSE
"1257","CDFxm_CA","CDFxm_CA/101","Qg",1,"Qg",1,"C4",FALSE
"1258","CDFxm_CA","CDFxm_CA/101","Ra",2,"Ra",2,"C4",FALSE
"1259","CDFxm_CA","CDFxm_CA/102","Fdc",5,"Fd",5,"",FALSE
"1260","CDFxm_CA","CDFxm_CA/102","Jw",1,"Jw",1,"",FALSE
"1261","CDFxm_CA","CDFxm_CA/102","Oa",5,"Oa",5,"",FALSE
"1262","CDFxm_CA","CDFxm_CA/102","Pc",2,"Pc",2,"",FALSE
"1263","CDFxm_CA","CDFxm_CA/102","Pyc",5,"Py",5,"",FALSE
"1264","CDFxm_CA","CDFxm_CA/102","Pz",3,"Pz",3,"",FALSE
"1265","CDFxm_CA","CDFxm_CA/102","Qc",3,"Qc",3,"",FALSE
"1266","CDFxm_CA","CDFxm_CA/102","Qg",1,"Qg",1,"",FALSE
"1267","CDFxm_CA","CDFxm_CA/102","Ra",2,"Ra",2,"",FALSE
"1268","CDFxm_CA","CDFxm_CA/103","Fdc",3,"Fd",3,"B2",FALSE
"1269","CDFxm_CA","CDFxm_CA/103","Jw",2,"Jw",2,"B2",FALSE
"1270","CDFxm_CA","CDFxm_CA/103","Pyc",2,"Py",2,"B2",FALSE
"1271","CDFxm_CA","CDFxm_CA/103","Pz",3,"Pz",3,"B2",FALSE
"1272","CDFxm_CA","CDFxm_CA/103","Qb",3,"Qb",3,"B2",FALSE
"1273","CDFxm_CA","CDFxm_CA/103","Qc",3,"Qc",3,"B2",FALSE
"1274","CDFxm_CA","CDFxm_CA/103","Qg",1,"Qg",1,"B2",FALSE
"1275","CDFxm_CA","CDFxm_CA/103","Ra",2,"Ra",2,"B2",FALSE
"1276","CDFxm_CA","CDFxm_CA/110","Bc",5,"Bc",5,"",FALSE
"1277","CDFxm_CA","CDFxm_CA/110","Fdc",1,"Fd",1,"",FALSE
"1278","CDFxm_CA","CDFxm_CA/110","Oa",3,"Oa",3,"",FALSE
"1279","CDFxm_CA","CDFxm_CA/110","Pyc",2,"Py",2,"",FALSE
"1280","CDFxm_CA","CDFxm_CA/110","Qb",2,"Qb",2,"",FALSE
"1281","CDFxm_CA","CDFxm_CA/110","Ra",2,"Ra",2,"",FALSE
"1282","CDFxm_CA","CDFxm_CA/111","Fdc",1,"Fd",1,"",FALSE
"1283","CDFxm_CA","CDFxm_CA/111","Mb",2,"Mb",2,"",FALSE
"1284","CDFxm_CA","CDFxm_CA/111","Oa",2,"Oa",2,"",FALSE
"1285","CDFxm_CA","CDFxm_CA/111","Qb",3,"Qb",3,"",FALSE
"1286","CDFxm_CA","CDFxm_CA/112","Fdc",1,"Fd",1,"",FALSE
"1287","CDFxm_CA","CDFxm_CA/112","Mb",2,"Mb",2,"",FALSE
"1288","CDFxm_CA","CDFxm_CA/112","Oa",3,"Oa",3,"",FALSE
"1289","CDFxm_CA","CDFxm_CA/112","Qb",3,"Qb",3,"",FALSE
"1290","CDFxm_CA","CDFxm_CA/113","Act",2,"Ac",2,"D6",FALSE
"1291","CDFxm_CA","CDFxm_CA/113","Fdc",1,"Fd",1,"D6",FALSE
"1292","CDFxm_CA","CDFxm_CA/113","Mb",2,"Mb",2,"D6",FALSE
"1293","CDFxm_CA","CDFxm_CA/113","Oa",2,"Oa",2,"D6",FALSE
"1294","CDFxm_CA","CDFxm_CA/Ro","X",NA,"X",NA,"",FALSE
"1295","CMXdm_OR","CMXdm_OR/101","Bc",2,"Bc",2,"C4",FALSE
"1296","CMXdm_OR","CMXdm_OR/101","Fdc",1,"Fd",1,"C4",FALSE
"1297","CMXdm_OR","CMXdm_OR/101","Mb",5,"Mb",5,"C4",FALSE
"1298","CMXdm_OR","CMXdm_OR/101","Oa",2,"Oa",2,"C4",FALSE
"1299","CMXdm_OR","CMXdm_OR/101","Ot",3,"Ot",3,"C4",FALSE
"1300","CMXdm_OR","CMXdm_OR/101","Oy",5,"Oy",5,"C4",FALSE
"1301","CMXdm_OR","CMXdm_OR/101","Pyc",2,"Py",2,"C4",FALSE
"1302","CMXdm_OR","CMXdm_OR/101","Qb",2,"Qb",2,"C4",FALSE
"1303","CMXdm_OR","CMXdm_OR/101","Qc",3,"Qc",3,"C4",FALSE
"1304","CMXdm_OR","CMXdm_OR/101","Ra",2,"Ra",2,"C4",FALSE
"1305","CMXdm_OR","CMXdm_OR/102","Fdc",3,"Fd",3,"",FALSE
"1306","CMXdm_OR","CMXdm_OR/102","Oa",5,"Oa",5,"",FALSE
"1307","CMXdm_OR","CMXdm_OR/102","Pyc",1,"Py",1,"",FALSE
"1308","CMXdm_OR","CMXdm_OR/102","Pz",3,"Pz",3,"",FALSE
"1309","CMXdm_OR","CMXdm_OR/102","Qb",1,"Qb",1,"",FALSE
"1310","CMXdm_OR","CMXdm_OR/102","Qg",2,"Qg",2,"",FALSE
"1311","CMXdm_OR","CMXdm_OR/102","Ra",3,"Ra",3,"",FALSE
"1312","CMXdm_OR","CMXdm_OR/103","Fdc",1,"Fd",1,"B2",FALSE
"1313","CMXdm_OR","CMXdm_OR/103","Mb",5,"Mb",5,"B2",FALSE
"1314","CMXdm_OR","CMXdm_OR/103","Oa",5,"Oa",5,"B2",FALSE
"1315","CMXdm_OR","CMXdm_OR/103","Ps",3,"Ps",3,"B2",FALSE
"1316","CMXdm_OR","CMXdm_OR/103","Pyc",1,"Py",1,"B2",FALSE
"1317","CMXdm_OR","CMXdm_OR/103","Pz",3,"Pz",3,"B2",FALSE
"1318","CMXdm_OR","CMXdm_OR/103","Qb",1,"Qb",1,"B2",FALSE
"1319","CMXdm_OR","CMXdm_OR/103","Qc",2,"Qc",2,"B2",FALSE
"1320","CMXdm_OR","CMXdm_OR/103","Qg",2,"Qg",2,"B2",FALSE
"1321","CMXdm_OR","CMXdm_OR/103","Ra",2,"Ra",2,"B2",FALSE
"1322","CMXdm_OR","CMXdm_OR/110","Bc",2,"Bc",2,"",FALSE
"1323","CMXdm_OR","CMXdm_OR/110","Bg",5,"Bg",5,"",FALSE
"1324","CMXdm_OR","CMXdm_OR/110","Fdc",1,"Fd",1,"",FALSE
"1325","CMXdm_OR","CMXdm_OR/110","Mb",3,"Mb",3,"",FALSE
"1326","CMXdm_OR","CMXdm_OR/110","Oa",5,"Oa",5,"",FALSE
"1327","CMXdm_OR","CMXdm_OR/110","Oy",3,"Oy",3,"",FALSE
"1328","CMXdm_OR","CMXdm_OR/110","Ra",3,"Ra",3,"",FALSE
"1329","CMXdm_OR","CMXdm_OR/111","Bc",2,"Bc",2,"",FALSE
"1330","CMXdm_OR","CMXdm_OR/111","Fdc",1,"Fd",1,"",FALSE
"1331","CMXdm_OR","CMXdm_OR/111","Mb",3,"Mb",3,"",FALSE
"1332","CMXdm_OR","CMXdm_OR/111","Oa",3,"Oa",3,"",FALSE
"1333","CMXdm_OR","CMXdm_OR/112","Bc",1,"Bc",1,"",FALSE
"1334","CMXdm_OR","CMXdm_OR/112","Fdc",2,"Fd",2,"",FALSE
"1335","CMXdm_OR","CMXdm_OR/112","Mb",2,"Mb",2,"",FALSE
"1336","CMXdm_OR","CMXdm_OR/112","Oa",2,"Oa",2,"",FALSE
"1337","CMXdm_OR","CMXdm_OR/112","Oy",3,"Oy",3,"",FALSE
"1338","CMXdm_OR","CMXdm_OR/113","Bc",1,"Bc",1,"D6",FALSE
"1339","CMXdm_OR","CMXdm_OR/113","Dr",2,"Dr",2,"D6",FALSE
"1340","CMXdm_OR","CMXdm_OR/113","Fdc",2,"Fd",2,"D6",FALSE
"1341","CMXdm_OR","CMXdm_OR/113","Mb",2,"Mb",2,"D6",FALSE
"1342","CMXdm_OR","CMXdm_OR/113","Oa",2,"Oa",2,"D6",FALSE
"1343","CMXdm_OR","CMXdm_OR/113","Og",2,"Og",2,"D6",FALSE
"1344","CMXdm_OR","CMXdm_OR/Ro","X",NA,"X",NA,"",FALSE
"1345","CMXmm_OR","CMXmm_OR/101","Fdc",NA,"Fd",1,"DVM",FALSE
"1346","CMXmm_OR","CMXmm_OR/101","Mb",NA,"Mb",3,"DVM",FALSE
"1347","CMXmm_OR","CMXmm_OR/101","Ol",NA,"Ol",2,"DVM",FALSE
"1348","CMXmm_OR","CMXmm_OR/101","Ot",NA,"Ot",1,"DVM",FALSE
"1349","CMXmm_OR","CMXmm_OR/101","Oy",NA,"Oy",3,"DVM",FALSE
"1350","CMXmm_OR","CMXmm_OR/101","Ps",NA,"Ps",3,"DVM",FALSE
"1351","CMXmm_OR","CMXmm_OR/101","Qc",NA,"Qc",3,"DVM",FALSE
"1352","CMXmm_OR","CMXmm_OR/101","Ra",NA,"Ra",2,"DVM",FALSE
"1353","CMXmm_OR","CMXmm_OR/102","Fdc",NA,"Fd",2,"DVM",FALSE
"1354","CMXmm_OR","CMXmm_OR/102","Gp",NA,"Gp",2,"DVM",FALSE
"1355","CMXmm_OR","CMXmm_OR/102","Ol",NA,"Ol",3,"DVM",FALSE
"1356","CMXmm_OR","CMXmm_OR/102","Ot",NA,"Ot",2,"DVM",FALSE
"1357","CMXmm_OR","CMXmm_OR/102","Oy",NA,"Oy",3,"DVM",FALSE
"1358","CMXmm_OR","CMXmm_OR/102","Ps",NA,"Ps",2,"DVM",FALSE
"1359","CMXmm_OR","CMXmm_OR/102","Py",NA,"Py",2,"DVM",FALSE
"1360","CMXmm_OR","CMXmm_OR/102","Qb",NA,"Qb",2,"DVM",FALSE
"1361","CMXmm_OR","CMXmm_OR/102","Qc",NA,"Qc",1,"DVM",FALSE
"1362","CMXmm_OR","CMXmm_OR/102","Qg",NA,"Qg",3,"DVM",FALSE
"1363","CMXmm_OR","CMXmm_OR/102","Ra",NA,"Ra",1,"DVM",FALSE
"1364","CMXmm_OR","CMXmm_OR/103","Fdc",NA,"Fd",1,"DVM",FALSE
"1365","CMXmm_OR","CMXmm_OR/103","Gp",NA,"Gp",3,"DVM",FALSE
"1366","CMXmm_OR","CMXmm_OR/103","Oa",NA,"Oa",3,"DVM",FALSE
"1367","CMXmm_OR","CMXmm_OR/103","Ol",NA,"Ol",3,"DVM",FALSE
"1368","CMXmm_OR","CMXmm_OR/103","Ot",NA,"Ot",2,"DVM",FALSE
"1369","CMXmm_OR","CMXmm_OR/103","Oy",NA,"Oy",3,"DVM",FALSE
"1370","CMXmm_OR","CMXmm_OR/103","Ps",NA,"Ps",1,"DVM",FALSE
"1371","CMXmm_OR","CMXmm_OR/103","Py",NA,"Py",3,"DVM",FALSE
"1372","CMXmm_OR","CMXmm_OR/103","Qb",NA,"Qb",3,"DVM",FALSE
"1373","CMXmm_OR","CMXmm_OR/103","Qc",NA,"Qc",2,"DVM",FALSE
"1374","CMXmm_OR","CMXmm_OR/103","Ra",NA,"Ra",1,"DVM",FALSE
"1375","CMXmm_OR","CMXmm_OR/110","Bc",NA,"Bc",3,"DVM",FALSE
"1376","CMXmm_OR","CMXmm_OR/110","Dr",NA,"Dr",2,"DVM",FALSE
"1377","CMXmm_OR","CMXmm_OR/110","Fdc",NA,"Fd",1,"DVM",FALSE
"1378","CMXmm_OR","CMXmm_OR/110","Hw",NA,"Hw",3,"DVM",FALSE
"1379","CMXmm_OR","CMXmm_OR/110","Mb",NA,"Mb",2,"DVM",FALSE
"1380","CMXmm_OR","CMXmm_OR/110","Ol",NA,"Ol",2,"DVM",FALSE
"1381","CMXmm_OR","CMXmm_OR/110","Ot",NA,"Ot",2,"DVM",FALSE
"1382","CMXmm_OR","CMXmm_OR/110","Yp",NA,"Yp",2,"DVM",FALSE
"1383","CMXmm_OR","CMXmm_OR/111","Bc",NA,"Bc",3,"DVM",FALSE
"1384","CMXmm_OR","CMXmm_OR/111","Dr",NA,"Dr",1,"DVM",FALSE
"1385","CMXmm_OR","CMXmm_OR/111","Fdc",NA,"Fd",1,"DVM",FALSE
"1386","CMXmm_OR","CMXmm_OR/111","Hw",NA,"Hw",3,"DVM",FALSE
"1387","CMXmm_OR","CMXmm_OR/111","Mb",NA,"Mb",2,"DVM",FALSE
"1388","CMXmm_OR","CMXmm_OR/111","Ol",NA,"Ol",2,"DVM",FALSE
"1389","CMXmm_OR","CMXmm_OR/111","Ot",NA,"Ot",2,"DVM",FALSE
"1390","CMXmm_OR","CMXmm_OR/111","Yp",NA,"Yp",2,"DVM",FALSE
"1391","CMXmm_OR","CMXmm_OR/112","Bc",NA,"Bc",3,"DVM",FALSE
"1392","CMXmm_OR","CMXmm_OR/112","Dr",NA,"Dr",2,"DVM",FALSE
"1393","CMXmm_OR","CMXmm_OR/112","Fdc",NA,"Fd",1,"DVM",FALSE
"1394","CMXmm_OR","CMXmm_OR/112","Hw",NA,"Hw",3,"DVM",FALSE
"1395","CMXmm_OR","CMXmm_OR/112","Mb",NA,"Mb",1,"DVM",FALSE
"1396","CMXmm_OR","CMXmm_OR/112","Ol",NA,"Ol",2,"DVM",FALSE
"1397","CMXmm_OR","CMXmm_OR/112","Ot",NA,"Ot",2,"DVM",FALSE
"1398","CMXmm_OR","CMXmm_OR/112","Yp",NA,"Yp",2,"DVM",FALSE
"1399","CMXmm_OR","CMXmm_OR/113","Bc",NA,"Bc",3,"DVM",FALSE
"1400","CMXmm_OR","CMXmm_OR/113","Dr",NA,"Dr",2,"DVM",FALSE
"1401","CMXmm_OR","CMXmm_OR/113","Fdc",NA,"Fd",1,"DVM",FALSE
"1402","CMXmm_OR","CMXmm_OR/113","Hw",NA,"Hw",3,"DVM",FALSE
"1403","CMXmm_OR","CMXmm_OR/113","Mb",NA,"Mb",1,"DVM",FALSE
"1404","CMXmm_OR","CMXmm_OR/113","Ol",NA,"Ol",2,"DVM",FALSE
"1405","CMXmm_OR","CMXmm_OR/113","Ot",NA,"Ot",2,"DVM",FALSE
"1406","CMXmm_OR","CMXmm_OR/113","Yp",NA,"Yp",2,"DVM",FALSE
"1407","CMXmm_OR","CMXmm_OR/Ro","X",NA,"X",NA,"",FALSE
"1408","CMXwm_OR","CMXwm_OR/101","Bc",2,"Bc",2,"C4",FALSE
"1409","CMXwm_OR","CMXwm_OR/101","Dr",5,"Dr",5,"C4",FALSE
"1410","CMXwm_OR","CMXwm_OR/101","Fdc",1,"Fd",1,"C4",FALSE
"1411","CMXwm_OR","CMXwm_OR/101","Gp",NA,"Gp",3,"DVM",FALSE
"1412","CMXwm_OR","CMXwm_OR/101","Mb",3,"Mb",3,"C4",FALSE
"1413","CMXwm_OR","CMXwm_OR/101","Oa",NA,"Oa",3,"DVM",FALSE
"1414","CMXwm_OR","CMXwm_OR/101","Ol",2,"Ol",5,"DVM",FALSE
"1415","CMXwm_OR","CMXwm_OR/101","Ot",1,"Ot",1,"C4",FALSE
"1416","CMXwm_OR","CMXwm_OR/101","Oy",NA,"Oy",3,"DVM",FALSE
"1417","CMXwm_OR","CMXwm_OR/101","Pk",NA,"Pk",3,"DVM",FALSE
"1418","CMXwm_OR","CMXwm_OR/101","Ps",2,"Ps",2,"C4",FALSE
"1419","CMXwm_OR","CMXwm_OR/101","Pw",3,"Pw",3,"C4",FALSE
"1420","CMXwm_OR","CMXwm_OR/101","Qc",3,"Qc",3,"C4",FALSE
"1421","CMXwm_OR","CMXwm_OR/101","Ra",3,"Ra",3,"C4",FALSE
"1422","CMXwm_OR","CMXwm_OR/101","Yp",5,"Yp",3,"DVM",FALSE
"1423","CMXwm_OR","CMXwm_OR/102","Fdc",2,"Fd",1,"DVM",FALSE
"1424","CMXwm_OR","CMXwm_OR/102","Oa",3,"Oa",3,"",FALSE
"1425","CMXwm_OR","CMXwm_OR/102","Ot",3,"Ot",2,"DVM",FALSE
"1426","CMXwm_OR","CMXwm_OR/102","Oy",2,"Oy",2,"",FALSE
"1427","CMXwm_OR","CMXwm_OR/102","Ps",2,"Ps",2,"",FALSE
"1428","CMXwm_OR","CMXwm_OR/102","Pw",5,"Pw",5,"",FALSE
"1429","CMXwm_OR","CMXwm_OR/102","Pyc",1,"Py",3,"DVM",FALSE
"1430","CMXwm_OR","CMXwm_OR/102","Qc",1,"Qc",1,"",FALSE
"1431","CMXwm_OR","CMXwm_OR/102","Qk",NA,"Qk",2,"DVM",FALSE
"1432","CMXwm_OR","CMXwm_OR/102","Ra",1,"Ra",1,"",FALSE
"1433","CMXwm_OR","CMXwm_OR/103","Fdc",1,"Fd",1,"B2",FALSE
"1434","CMXwm_OR","CMXwm_OR/103","Gp",NA,"Gp",2,"DVM",FALSE
"1435","CMXwm_OR","CMXwm_OR/103","Oa",3,"Oa",2,"DVM",FALSE
"1436","CMXwm_OR","CMXwm_OR/103","Ol",3,"Ol",5,"DVM",FALSE
"1437","CMXwm_OR","CMXwm_OR/103","Ot",2,"Ot",1,"DVM",FALSE
"1438","CMXwm_OR","CMXwm_OR/103","Oy",1,"Oy",2,"DVM",FALSE
"1439","CMXwm_OR","CMXwm_OR/103","Ps",2,"Ps",2,"B2",FALSE
"1440","CMXwm_OR","CMXwm_OR/103","Pyc",2,"Py",3,"DVM",FALSE
"1441","CMXwm_OR","CMXwm_OR/103","Pz",3,"Pz",3,"B2",FALSE
"1442","CMXwm_OR","CMXwm_OR/103","Qc",2,"Qc",1,"DVM",FALSE
"1443","CMXwm_OR","CMXwm_OR/103","Qg",3,"Qg",3,"B2",FALSE
"1444","CMXwm_OR","CMXwm_OR/103","Ra",NA,"Ra",1,"DVM",FALSE
"1445","CMXwm_OR","CMXwm_OR/110","Bc",3,"Bc",3,"",FALSE
"1446","CMXwm_OR","CMXwm_OR/110","Bg",5,"Bg",5,"",FALSE
"1447","CMXwm_OR","CMXwm_OR/110","Dr",3,"Dr",5,"DVM",FALSE
"1448","CMXwm_OR","CMXwm_OR/110","Fdc",1,"Fd",1,"",FALSE
"1449","CMXwm_OR","CMXwm_OR/110","Hw",3,"Hw",3,"",FALSE
"1450","CMXwm_OR","CMXwm_OR/110","Mb",2,"Mb",3,"DVM",FALSE
"1451","CMXwm_OR","CMXwm_OR/110","Ol",3,"Ol",5,"DVM",FALSE
"1452","CMXwm_OR","CMXwm_OR/110","Ot",2,"Ot",1,"DVM",FALSE
